item,y,pred_combined,pred_rgb,pred_pcloud,entropy_rgb,entropy_pcloud,margin_rgb,margin_pcloud,jsd
0,pelota,0.0,0.0,3.0,1.7108855247497559,1.1589385271072388,1.0,12.0,0.4221306373240109
1,pelota,1.0,1.0,3.0,1.3125560283660889,0.9480782151222229,13.0,8.0,0.42978968824723374
2,pelota,3.0,3.0,0.0,0.9815912842750549,0.996791660785675,15.0,2.0,0.33010493609413294
3,pelota,3.0,3.0,0.0,1.212059497833252,0.7219281196594238,13.0,18.0,0.4358154865243893
4,pelota,0.0,1.0,0.0,1.7424026727676392,0.996791660785675,3.0,2.0,0.32016391508367287
5,pelota,0.0,0.0,3.0,1.5486241579055786,0.9182958602905273,10.0,10.0,0.2005378414242095
6,pelota,3.0,3.0,3.0,1.4183204174041748,0.9480782151222229,4.0,8.0,0.07233741811740604
7,pelota,3.0,0.0,3.0,1.3466027975082397,0.6500224471092224,5.0,20.0,0.49360548375002533
8,pelota,0.0,0.0,3.0,1.110552191734314,0.9182958602905273,14.0,10.0,0.3701487915493527
9,perro,0.0,0.0,0.0,1.3125560283660889,1.251629114151001,13.0,15.0,0.001402763188352701
10,perro,0.0,0.0,0.0,0.6746799349784851,1.8646581172943115,23.0,6.0,0.19606521675218613
11,perro,0.0,1.0,0.0,1.17003333568573,1.3125560283660889,3.0,13.0,0.17031030809281197
12,perro,1.0,3.0,1.0,1.482393741607666,1.2580403089523315,1.0,11.0,0.10857691864481905
13,perro,1.0,1.0,0.0,1.0529816150665283,1.3248560428619385,16.0,7.0,0.33200712707178415
14,perro,0.0,0.0,0.0,1.1786136627197266,1.5523892641067505,16.0,4.0,0.05496964045709755
15,perro,1.0,0.0,1.0,1.5301250219345093,1.3709505796432495,6.0,12.0,0.3203566561613229
16,perro,3.0,3.0,0.0,1.5493978261947632,1.7254928350448608,1.0,5.0,0.1995671349552085
17,perro,1.0,1.0,3.0,1.435591697692871,1.6854753494262695,7.0,6.0,0.23031170429254477
18,perro,0.0,0.0,0.0,1.5240980386734009,1.3248560428619385,5.0,7.0,0.02391376336980801
19,perro,0.0,0.0,0.0,1.5493978261947632,1.5801454782485962,1.0,1.0,0.009329680776962808
20,perro,1.0,0.0,1.0,1.17003333568573,1.7282823324203491,3.0,7.0,0.10757328267674171
21,perro,1.0,1.0,0.0,1.4565647840499878,0.9709506034851074,8.0,6.0,0.1543471590889031
