item,y,pred_combined,pred_rgb,pred_pcloud,entropy_rgb,entropy_pcloud,margin_rgb,margin_pcloud,jsd
0,pelota,2.0,2.0,1.0,0.8519325852394104,0.3533593416213989,19.0,26.0,1.0
1,pelota,1.0,2.0,1.0,0.8366407155990601,-0.0,14.0,,0.5297578726233217
2,pelota,1.0,2.0,1.0,1.373017430305481,-0.0,8.0,,0.4934226057601447
3,pelota,1.0,2.0,1.0,1.669134497642517,-0.0,6.0,,0.4934226057601447
4,pelota,1.0,1.0,1.0,1.8207881450653076,-0.0,2.0,,0.4266805580654066
5,pelota,1.0,0.0,1.0,1.0,-0.0,0.0,,1.0
6,pelota,0.0,0.0,1.0,0.9055872559547424,-0.0,20.0,,0.820111964470926
7,pelota,0.0,0.0,1.0,0.8366407155990601,-0.0,14.0,,1.0
8,perro,1.0,1.0,0.0,0.6746799349784851,1.6022788286209106,23.0,10.0,0.477000401440001
9,perro,1.0,1.0,1.0,1.255536675453186,1.8646581172943115,6.0,6.0,0.18264025135232204
10,perro,1.0,1.0,1.0,0.9871377944946289,0.9480782151222229,4.0,8.0,0.40133651674601084
11,perro,1.0,1.0,3.0,1.0746277570724487,1.9838711023330688,11.0,1.0,0.26452873495736795
12,perro,1.0,1.0,3.0,0.8366407155990601,1.7282823324203491,14.0,7.0,0.3980204622185185
13,perro,1.0,1.0,3.0,1.474678635597229,1.63650381565094,3.0,3.0,0.3120689064641579
14,perro,1.0,1.0,3.0,1.3404388427734375,1.1054930686950684,17.0,19.0,0.42705646553698123
15,perro,1.0,1.0,3.0,1.0322684049606323,1.699790596961975,13.0,7.0,0.4039633590148438
16,perro,2.0,2.0,0.0,0.7219281196594238,1.9086127281188965,18.0,0.0,0.5238860366615805
17,perro,2.0,2.0,0.0,1.4294732809066772,1.746465802192688,2.0,6.0,0.2859395546913029
18,perro,2.0,2.0,1.0,1.212059497833252,1.19889235496521,13.0,10.0,0.47469568043149435
19,perro,1.0,1.0,1.0,0.468995600938797,1.2948203086853027,24.0,12.0,0.10326377238187096
20,perro,1.0,1.0,1.0,1.19889235496521,1.8464393615722656,10.0,3.0,0.17885125421659154
21,perro,0.0,0.0,1.0,1.4854753017425537,1.482393741607666,6.0,1.0,0.1961415353860412
22,perro,0.0,1.0,0.0,1.6973397731781006,1.3125560283660889,4.0,13.0,0.2964903090633644
23,perro,1.0,1.0,2.0,0.4200260043144226,1.0322684049606323,27.0,13.0,0.4436634672337183
24,perro,1.0,1.0,1.0,0.9480782151222229,1.6485062837600708,8.0,11.0,0.19217633126071904
25,perro,1.0,1.0,3.0,1.3995811939239502,0.9709506034851074,6.0,6.0,0.5402268698506827
26,perro,1.0,1.0,0.0,1.2309595346450806,1.4183204174041748,8.0,4.0,0.6011274174802181
27,perro,1.0,1.0,1.0,1.3628981113433838,1.6894822120666504,11.0,4.0,0.1284890144228859
28,tractor,2.0,2.0,2.0,1.8739091157913208,1.1566766500473022,2.0,5.0,0.17008556767315489
29,tractor,0.0,0.0,2.0,0.6746799349784851,1.63650381565094,23.0,3.0,0.5977674792431038
30,tractor,0.0,0.0,3.0,1.2948203086853027,1.0911564826965332,12.0,17.0,0.5209012930987199
31,tractor,0.0,0.0,2.0,1.17003333568573,1.7179160118103027,3.0,2.0,0.5284602668626792
32,tractor,0.0,0.0,3.0,0.9218339323997498,1.441946029663086,17.0,16.0,0.5785179473146526
33,tractor,0.0,0.0,1.0,1.7424026727676392,1.7792844772338867,3.0,1.0,0.007954366003772226
34,tractor,1.0,0.0,1.0,1.8278779983520508,0.6998428106307983,5.0,24.0,0.36673806881380216
35,tractor,0.0,0.0,1.0,-0.0,1.8464393615722656,,3.0,0.4934226057601447
36,tractor,0.0,0.0,0.0,-0.0,1.746465802192688,,6.0,0.33824492595034894
37,tractor,1.0,0.0,1.0,1.4599344730377197,1.7816505432128906,1.0,5.0,0.059379087300747785
38,tractor,1.0,0.0,1.0,1.2832547426223755,1.7015751600265503,2.0,2.0,0.32677859380908447
39,tractor,0.0,0.0,0.0,-0.0,1.9134788513183594,,2.0,0.42668055806540656
40,tractor,0.0,0.0,1.0,1.110552191734314,1.6648530960083008,14.0,9.0,0.1808654666711632
41,taza,2.0,2.0,1.0,1.2114778757095337,1.5329145193099976,18.0,6.0,0.15464290311183512
42,taza,3.0,3.0,1.0,1.5247231721878052,1.2866926193237305,11.0,0.0,0.5082340857789165
43,taza,2.0,3.0,2.0,1.4565647840499878,0.7219281196594238,8.0,18.0,0.8000000000000002
44,taza,0.0,0.0,0.0,1.435591697692871,1.7863149642944336,7.0,0.0,0.1968458455669041
45,taza,0.0,0.0,3.0,1.7147367000579834,1.5655962228775024,8.0,2.0,0.20818236264593593
46,taza,0.0,0.0,1.0,1.6703402996063232,0.996791660785675,12.0,2.0,0.20967876973586574
47,taza,0.0,3.0,1.0,1.7507926225662231,1.295461893081665,1.0,9.0,0.19903258346700897
48,taza,3.0,3.0,2.0,0.3533593416213989,1.8214207887649536,26.0,7.0,0.5706799558148972
49,taza,3.0,3.0,0.0,-0.0,1.7529115676879883,,8.0,0.5684737965731274
50,taza,3.0,3.0,0.0,0.566509485244751,1.5247069597244263,22.0,15.0,0.4612235428254945
51,taza,0.0,0.0,1.0,0.9182958602905273,1.4183204174041748,10.0,4.0,0.5152037346794064
52,taza,0.0,0.0,2.0,0.6746799349784851,1.4294732809066772,23.0,2.0,0.6319758079372086
53,taza,0.0,0.0,1.0,0.468995600938797,0.9480782151222229,24.0,8.0,0.450241080876128
